Source,Target
12113,15350
12114,15385
12114,15355
12115,15342
12115,15341
12116,15385
12116,15355
12117,15358
12117,15366
12118,15410
12118,15342
12119,15341
12119,15342
12120,15342
12120,15350
12121,15349
12121,15479
12122,15385
12122,15352
12123,15584
12123,15345
12124,15355
12124,15342
12125,15345
12125,15351
12126,15351
12126,15342
12127,15508
12127,15524
12128,15510
12128,15374
12129,15510
12129,15342
12130,15341
12130,15342
12131,15584
12131,15345
12132,15485
12132,15356
12133,15376
12133,15352
12134,15345
12134,15362
12135,15376
12135,15351
12136,15341
12136,15342
12137,15376
12137,15342
12138,15351
12138,15356
12139,15342
12139,15341
12140,15342
12140,15341
12141,15376
12141,15351
12142,15458
12142,15351
12143,15510
12143,15374
12144,15345
12144,15341
12145,15351
12145,15342
12146,15362
12146,15408
12147,15341
12147,15345
12148,15363
12148,15366
12149,15385
12149,15342
12150,15351
12150,15362
12151,15408
12151,15345
12152,15342
12153,15376
12153,15342
12154,15351
12154,15356
12932,15345
12932,15351
12156,15548
12156,15364
12157,15351
12158,15342
12158,15341
12159,15376
12159,15350
12160,15348
12160,15345
12348,15482
12348,15362
12162,15413
12162,15358
12163,15376
12163,15342
12164,15351
12165,15485
12165,15342
12166,15351
12166,15342
12167,15582
12168,15376
12168,15341
12169,15351
12169,15348
12170,15341
12170,15350
12171,15352
12171,15345
12172,15391
12172,15342
12173,15499
12173,15345
12174,15410
12174,15345
12175,15345
12175,15350
12176,15345
12176,15393
12177,15374
12177,15510
12178,15441
12178,15350
12179,15345
12180,15356
12181,15345
12181,15341
12182,15352
12182,15356
12183,15342
12183,15341
12184,15376
12184,15356
12185,15441
12185,15341
12186,15342
12186,15350
12187,15342
12187,15341
12188,15345
12188,15465
12189,15356
12189,15348
12190,15376
12190,15509
12191,15351
12191,15350
12192,15376
12192,15393
12193,15345
12194,15345
12195,15385
12195,15345
12196,15385
12196,15441
12197,15586
12197,15376
12198,15351
12199,15510
12199,15345
12200,15499
12200,15351
12201,15342
12202,15355
12202,15342
12203,15356
12203,15351
12204,15485
12204,15350
12205,15358
12205,15348
12206,15345
12206,15342
12207,15410
12207,15342
12208,15376
12209,15345
12209,15362
12210,15345
12210,15441
12211,15351
12211,15590
12212,15351
12212,15348
12213,15342
12213,15341
12214,15342
12214,15376
12215,15345
12215,15352
12216,15362
12216,15356
12217,15365
12217,15342
12218,15342
12219,15342
12219,15350
12220,15441
12220,15342
12221,15385
12221,15345
12222,15355
12222,15385
12223,15356
12224,15345
12225,15348
12225,15362
12226,15345
12226,15352
12227,15376
12228,15376
12228,15356
12229,15342
12229,15341
12230,15345
12231,15350
12231,15348
12232,15385
12232,15345
12233,15385
12233,15345
12234,15376
12234,15341
12257,15410
12257,15374
12236,15341
12236,15350
12237,15510
12237,15345
12238,15345
12238,15342
12239,15376
12239,15341
12240,15352
12240,15345
12241,15410
12241,15345
12242,15342
12242,15362
12243,15581
12243,15345
12244,15351
12244,15356
12245,15357
12245,15584
12246,15410
12246,15342
12247,15374
12248,15410
12248,15342
12249,15374
12249,15362
12250,15348
12250,15385
12251,15385
12251,15342
12252,15385
12252,15345
12253,15362
12253,15342
12254,15510
12254,15374
12255,15376
12255,15362
12256,15399
12256,15378
12257,15385
12257,15341
12258,15345
12258,15341
12259,15345
12259,15356
12260,15374
12260,15441
12261,15385
12261,15345
12262,15351
12263,15345
12263,15385
12264,15345
12264,15499
12265,15351
12265,15342
12266,15460
12266,15341
12267,15352
12267,15348
12268,15351
12268,15345
12269,15493
12269,15345
12270,15376
12271,15376
12271,15352
12272,15510
12272,15350
12273,15393
12273,15342
12274,15345
12275,15342
12276,15345
12276,15351
12277,15365
12278,15345
12278,15350
12279,15376
12280,15356
12280,15342
12281,15345
12281,15376
12282,15510
12282,15342
12283,15345
12283,15356
12284,15376
12284,15524
12285,15345
12285,15376
12286,15510
12286,15348
12287,15441
12287,15341
12288,15356
12288,15342
12289,15385
12289,15345
12290,15361
12291,15352
12291,15348
12292,15580
12292,15342
12293,15376
12294,15430
12294,15374
12295,15342
12295,15356
12296,15376
12296,15351
12297,15376
12297,15342
12298,15459
12298,15342
12299,15385
12299,15341
12300,15343
12300,15342
12301,15376
12301,15342
12302,15342
12303,15362
12303,15352
12304,15341
12305,15351
12306,15341
12306,15342
12307,15345
12307,15352
12308,15345
12309,15482
12309,15374
12310,15342
12311,15355
12311,15342
12312,15342
12312,15345
12313,15351
12313,15356
12314,15385
12314,15345
12315,15351
12315,15348
12316,15482
12316,15362
12317,15345
12317,15342
12318,15365
12318,15364
12319,15345
12320,15385
12320,15376
12321,15403
12321,15360
12322,15381
12322,15345
12323,15342
12323,15356
12324,15351
12324,15355
12325,15355
12325,15345
12326,15345
12326,15342
12327,15485
12327,15351
12328,15341
12328,15345
12329,15376
12329,15342
12330,15376
12330,15341
12331,15342
12331,15345
12332,15348
12332,15362
12333,15341
12333,15362
12334,15376
12335,15341
12336,15341
12336,15345
12337,15376
12338,15352
12339,15510
12339,15345
12340,15345
12340,15351
12341,15351
12341,15356
12342,15510
12342,15345
12343,15358
12343,15366
12344,15376
12345,15351
12345,15342
12346,15342
12347,15342
12347,15356
12348,15482
12348,15356
12349,15376
12350,15376
12350,15385
12351,15581
12351,15345
12352,15351
12352,15342
12353,15356
12353,15342
12354,15341
12354,15342
12355,15351
12355,15342
12356,15385
12356,15342
12357,15374
12357,15355
12358,15342
12358,15385
12359,15341
12359,15356
12360,15376
12360,15348
12361,15342
12361,15441
12362,15345
12362,15365
12363,15441
12363,15408
12364,15376
13580,15356
13580,15345
12366,15385
12366,15345
12367,15408
12367,15348
12368,15341
12368,15349
12369,15348
12369,15362
12370,15458
12370,15350
12371,15383
12372,15591
12373,15354
12374,15345
12375,15489
12375,15345
12376,15357
12376,15518
12377,15345
12377,15354
12378,15490
12378,15352
12379,15412
12380,15491
12381,15419
12382,15412
12382,15511
12383,15419
12383,15451
12384,15440
12384,15540
12385,15345
12385,15412
12386,15366
12386,15444
12387,15424
12388,15358
12388,15414
12389,15358
12390,15413
12390,15424
12391,15395
12392,15345
12392,15362
12393,15351
12393,15592
12394,15353
12395,15358
12396,15345
12396,15412
12397,15362
12398,15466
12399,15490
12399,15352
12400,15400
12400,15393
12401,15351
12401,15345
12402,15399
12402,15366
12403,15429
12404,15490
12404,15352
12405,15419
12405,15345
12406,15363
12407,15362
12408,15447
12408,15430
12409,15371
12409,15345
12410,15412
12411,15354
12412,15351
12412,15412
12413,15469
12414,15399
12414,15360
12415,15349
12415,15412
12416,15362
12417,15354
12417,15345
12418,15412
12418,15354
12419,15424
12420,15540
12421,15363
12421,15345
12422,15419
12423,15384
12423,15356
12424,15412
12425,15354
12426,15593
12427,15430
12428,15362
12429,15366
12429,15481
12430,15412
12431,15353
12431,15345
12432,15351
12432,15412
12433,15511
15168,15362
12435,15345
12436,15345
12437,15419
12438,15447
12439,15351
12440,15345
12441,15356
12442,15363
12443,15345
12444,15358
12444,15361
12445,15341
12499,15354
12447,15467
12653,15400
12449,15412
12449,15440
12450,15356
12451,15447
12452,15399
12453,15345
12454,15354
12454,15429
12455,15412
12456,15388
12456,15391
12457,15412
12458,15351
12459,15407
12460,15362
12461,15388
12461,15391
12462,15351
12463,15345
12464,15345
12464,15362
12465,15356
12466,15511
12467,15412
12468,15400
12468,15466
12469,15358
12469,15361
12470,15442
12471,15345
12472,15345
12473,15363
12473,15414
12474,15407
12475,15447
12476,15412
12476,15511
12477,15447
12477,15345
12478,15351
12478,15345
12479,15345
12479,15412
12480,15362
12480,15447
12481,15345
12481,15412
12482,15487
12482,15412
12483,15353
12483,15352
12484,15358
12484,15553
12485,15362
12485,15352
12486,15400
12486,15467
12487,15430
12487,15511
12488,15407
12489,15360
12489,15366
12490,15430
12491,15591
12492,15362
12492,15349
12493,15412
12494,15358
12494,15361
12495,15430
12496,15356
12496,15400
12497,15358
12497,15345
12498,15511
12499,15362
12500,15354
12501,15362
12501,15345
12502,15353
12502,15352
12503,15412
12503,15393
12504,15511
12504,15352
12505,15414
12505,15412
12506,15412
12506,15345
12507,15469
12508,15488
12509,15345
12509,15351
12713,15354
12511,15358
12511,15474
12512,15362
12512,15354
12513,15594
12513,15424
12514,15345
12514,15356
12515,15362
12515,15412
12516,15362
12516,15345
12517,15362
12517,15447
12518,15354
12518,15412
12519,15362
12520,15362
12520,15352
12521,15345
12521,15359
12522,15400
12523,15354
12524,15363
12524,15352
12525,15361
12525,15345
12526,15365
12526,15412
12527,15490
12527,15365
12528,15419
12529,15447
12529,15362
12530,15371
12530,15352
12531,15354
12531,15345
12532,15558
12533,15362
12534,15345
12534,15447
12535,15412
12535,15345
12536,15412
12537,15400
12538,15412
12538,15414
12539,15414
12539,15362
12540,15353
12541,15351
12541,15345
12542,15362
12542,15345
12543,15345
12544,15548
12544,15438
12545,15351
12545,15412
12546,15399
12546,15378
12547,15384
12547,15356
12548,15384
12548,15351
12549,15414
12549,15412
12550,15413
12551,15345
12552,15354
12553,15362
12553,15412
12554,15414
12555,15382
12556,15356
12556,15511
12557,15388
12558,15412
12559,15370
12559,15345
12560,15345
12561,15345
12561,15354
12562,15399
12562,15481
14561,15353
14473,15351
14473,15362
12565,15345
12565,15511
12566,15391
12566,15345
12567,15371
12567,15345
12568,15358
12569,15354
12569,15366
12570,15371
12570,15351
12571,15362
12572,15345
12573,15412
12574,15414
12574,15412
12575,15358
12575,15375
12576,15358
12576,15412
12577,15363
12577,15345
12578,15366
12578,15345
12579,15345
12580,15345
12581,15526
12581,15385
12582,15356
12582,15486
12583,15362
12583,15447
12584,15593
12584,15352
12585,15358
12585,15361
12586,15358
12586,15361
12587,15529
12587,15351
12588,15469
12588,15352
12589,15356
12590,15424
12590,15352
12591,15399
12591,15481
12592,15384
12593,15345
12593,15463
12594,15363
12594,15483
12595,15353
12595,15352
12596,15356
12597,15366
12597,15358
12598,15399
12598,15378
12599,15461
12600,15354
12600,15345
12601,15351
12601,15419
12602,15414
12603,15358
12603,15348
12604,15487
12604,15412
12605,15412
12605,15511
12606,15447
12606,15362
12607,15412
12608,15353
12608,15345
12609,15362
12609,15447
12610,15362
12611,15362
12611,15485
12612,15351
12613,15363
12614,15356
12614,15412
12615,15429
12616,15407
12616,15352
12617,15345
12617,15362
12618,15362
12618,15499
12619,15414
14312,15356
14312,15511
12621,15487
12621,15412
12622,15345
12623,15358
12623,15444
12624,15356
12624,15362
12625,15362
12626,15414
12627,15384
12628,15358
12628,15361
12629,15354
12629,15344
12630,15358
12630,15361
12631,15419
12632,15354
12633,15384
12633,15351
12634,15363
12634,15345
12635,15364
12635,15365
12636,15371
12636,15352
12637,15400
12637,15352
12638,15353
12638,15352
12639,15507
12639,15345
12640,15362
12641,15345
12641,15366
12642,15345
12642,15357
12643,15362
12644,15345
12645,15366
12646,15407
12647,15358
12647,15474
12648,15438
12648,15351
12649,15358
12649,15361
12650,15345
12651,15407
12651,15345
12652,15475
12652,15366
12653,15400
12653,15352
12654,15358
12654,15361
12655,15363
12655,15345
12656,15366
12656,15556
12657,15419
12657,15365
12658,15363
12658,15345
12659,15412
12660,15447
12660,15352
12661,15430
12661,15412
12662,15353
12662,15345
12663,15358
12663,15366
12664,15362
12665,15489
12665,15492
12666,15438
12666,15353
12667,15358
12667,15361
12668,15412
12669,15414
12669,15511
12670,15414
12670,15345
12671,15511
12672,15399
12672,15352
12673,15358
12673,15366
12674,15529
12674,15362
12675,15354
12675,15344
12676,15362
12676,15412
12677,15345
12678,15345
12678,15412
12679,15559
12680,15354
12681,15365
12681,15561
12682,15414
12683,15361
12683,15358
12684,15362
12684,15447
12685,15414
12686,15414
12687,15487
12687,15561
12688,15358
12689,15358
12689,15595
12690,15430
12690,15412
12691,15384
12692,15371
12693,15412
12694,15412
12694,15486
12695,15351
12695,15424
12696,15593
12697,15414
12698,15356
12699,15345
12699,15412
12700,15412
12701,15345
12701,15365
12702,15345
12703,15467
12703,15345
12704,15490
12705,15400
12706,15362
12707,15358
12707,15393
12708,15351
12709,15366
12709,15354
12710,15400
12711,15467
12712,15400
12713,15354
12714,15574
12715,15353
12716,15574
12717,15467
12717,15400
12718,15535
12719,15358
12719,15413
12720,15407
12721,15359
12722,15438
12723,15407
12724,15362
12725,15360
12726,15357
12727,15358
12728,15399
12729,15362
12730,15358
12731,15399
12732,15354
12733,15354
12734,15358
12735,15362
12736,15354
12737,15358
12738,15419
12739,15357
12740,15353
12741,15353
12742,15353
12743,15353
12744,15549
12745,15383
12746,15530
12747,15354
12748,15357
12749,15357
12750,15483
12751,15383
12752,15454
12753,15454
12754,15549
12755,15483
12756,15453
12757,15549
12758,15479
12759,15375
12760,15383
12761,15359
12762,15454
12763,15361
12764,15353
12765,15360
12766,15357
12767,15454
12768,15454
12769,15364
12770,15358
12771,15351
12772,15359
12773,15454
12774,15453
12775,15388
12776,15358
12777,15359
12778,15454
12779,15454
12780,15407
12781,15362
12782,15481
12783,15360
12784,15359
12785,15549
12786,15549
12787,15483
12788,15523
12789,15483
12790,15547
12791,15354
12792,15530
12792,15548
12793,15549
12794,15357
12795,15358
12796,15362
12797,15549
12798,15429
12799,15407
12800,15383
12801,15530
12802,15414
12803,15360
12804,15361
12805,15407
12806,15357
12807,15398
12808,15382
12809,15423
12810,15364
12811,15362
12812,15530
12813,15361
12814,15357
12815,15358
12816,15357
12817,15357
12818,15357
12819,15359
12820,15453
12821,15414
12822,15349
12822,15350
12823,15362
12823,15374
12824,15368
12825,15374
12826,15341
12827,15374
12827,15342
12828,15345
12829,15543
12830,15367
12830,15345
12831,15342
12832,15341
12833,15341
12834,15341
12834,15357
12835,15341
12836,15341
12836,15525
12837,15341
12838,15341
12839,15341
12840,15341
12841,15341
12842,15341
12842,15374
12843,15341
12843,15374
12844,15341
12845,15341
12846,15341
12847,15341
12847,15345
12848,15341
12848,15351
12849,15341
12849,15345
12850,15341
12851,15341
12851,15376
12852,15341
12852,15345
12853,15356
12853,15345
12854,15341
12854,15356
12855,15356
12855,15345
12856,15376
12857,15376
12857,15348
12858,15376
12858,15341
12859,15342
12859,15341
12860,15341
12860,15350
12861,15341
12861,15381
12862,15358
12862,15361
12863,15351
12864,15363
12864,15345
12865,15345
12865,15354
12866,15345
12866,15388
12867,15345
12867,15341
15213,15359
12869,15353
12869,15345
12870,15398
12871,15359
12872,15342
12873,15398
12874,15359
12875,15353
12875,15345
12876,15341
12877,15342
12878,15341
12879,15341
12880,15341
12881,15341
12881,15351
12882,15341
12883,15341
12884,15342
12885,15342
12886,15341
12887,15341
12888,15341
12888,15448
12889,15342
12890,15341
12891,15341
12892,15341
12893,15341
12894,15341
12895,15342
12896,15357
12897,15345
12898,15341
12899,15345
12900,15341
12900,15356
12901,15342
12902,15341
12903,15341
12903,15356
12904,15341
12905,15341
12906,15341
12907,15341
12908,15341
12908,15578
12909,15341
12909,15342
12910,15342
12911,15345
12912,15341
12912,15345
12913,15341
12913,15356
12914,15349
12914,15345
12915,15342
12915,15345
12916,15341
12916,15410
12917,15341
12917,15345
12918,15341
12919,15341
12919,15342
12920,15376
12920,15356
12921,15341
12921,15345
12922,15341
12922,15357
12923,15510
12923,15342
12924,15341
12924,15349
12925,15345
12925,15341
12926,15345
12926,15341
12927,15441
12927,15345
12928,15341
12928,15345
12929,15341
12929,15345
12930,15341
12930,15352
12931,15345
12931,15441
12932,15348
12932,15342
12933,15341
12933,15385
12934,15341
12934,15376
12935,15376
12935,15341
12936,15376
12936,15341
12937,15341
12937,15345
12938,15341
12938,15356
12939,15510
12939,15342
12940,15351
12940,15342
12941,15341
12941,15356
12942,15345
12942,15341
12943,15341
12943,15345
12944,15345
12944,15341
12945,15341
12945,15345
12946,15341
12946,15345
12947,15391
12947,15341
12948,15341
12948,15345
12949,15345
12949,15499
12950,15345
12951,15345
12952,15412
12952,15354
12953,15412
12953,15345
12954,15370
12954,15345
12955,15370
12955,15345
12956,15345
12956,15359
12957,15345
12958,15354
12958,15345
12959,15345
12960,15358
12960,15361
12961,15363
12961,15345
12962,15345
12962,15351
12963,15358
12963,15345
12964,15358
12964,15361
12965,15345
12966,15345
12967,15363
12967,15345
12968,15345
12968,15511
12969,15341
12969,15342
12970,15341
12970,15342
12971,15489
12971,15345
12972,15530
12972,15345
12973,15341
12974,15358
12974,15341
12975,15342
12976,15383
12977,15398
12978,15342
12978,15345
12979,15376
12980,15398
12981,15407
12981,15345
12982,15354
12983,15357
12984,15407
12985,15345
12986,15361
12987,15359
12988,15342
14259,15341
12990,15357
12991,15398
12992,15353
12992,15345
12993,15359
12994,15407
12995,15454
12995,15407
12996,15398
12997,15359
12998,15398
12999,15407
13000,15427
13001,15341
13001,15383
13002,15407
13003,15407
13004,15407
13004,15398
13005,15398
13822,15398
13007,15407
13008,15342
13008,15345
13009,15352
13009,15345
13010,15358
13011,15342
13012,15345
13013,15341
13013,15342
13014,15342
13015,15451
13016,15341
13017,15345
13018,15345
13019,15345
13019,15342
13020,15345
13021,15342
13022,15341
13023,15341
13024,15365
13025,15341
13025,15342
13026,15358
13027,15342
13027,15352
13028,15345
13029,15341
13029,15342
13030,15345
13031,15358
13032,15345
13033,15342
13034,15342
13035,15365
13036,15345
13037,15345
13038,15342
13038,15341
13039,15342
13040,15341
13041,15342
13042,15342
13043,15345
13043,15342
13044,15342
13045,15356
13045,15345
13046,15374
13046,15345
13047,15342
13047,15374
13048,15342
13049,15351
13050,15345
13051,15341
13051,15342
13052,15569
13052,15345
13053,15341
13053,15356
13054,15345
13055,15342
13056,15342
13057,15342
13058,15342
13059,15342
13059,15545
13060,15341
13060,15351
13061,15341
13061,15342
13062,15341
13063,15345
13064,15342
13064,15352
13065,15345
13065,15342
13066,15342
13066,15348
13067,15345
13067,15342
13068,15341
13069,15341
13069,15345
13070,15544
13070,15341
13071,15341
13071,15342
13072,15341
13073,15409
13073,15345
13074,15345
13075,15345
13075,15374
13076,15345
13077,15341
13078,15345
13079,15341
13079,15374
13080,15342
13080,15374
13081,15342
13081,15341
13082,15365
13083,15355
13084,15341
13085,15342
13086,15342
13087,15345
13088,15342
13089,15342
13090,15342
13090,15345
13091,15358
13092,15345
13092,15352
13093,15544
13094,15374
13094,15350
13095,15358
13096,15345
13096,15374
13097,15341
13097,15545
13098,15349
13099,15345
13099,15374
13100,15341
13101,15345
13102,15345
13103,15345
13104,15341
13105,15342
13106,15411
13107,15345
13108,15345
13109,15393
13110,15356
13110,15342
13111,15342
13112,15342
13112,15345
13113,15342
13114,15345
13115,15341
13115,15365
13116,15341
13116,15342
13117,15342
13117,15374
13118,15352
13119,15342
13119,15356
13120,15342
13121,15365
13121,15341
13122,15345
13123,15342
13124,15342
13125,15342
13126,15341
13127,15343
13128,15341
13129,15342
13130,15345
13131,15342
13132,15342
13133,15342
13134,15341
13135,15341
13135,15350
13136,15374
13137,15341
13138,15345
13139,15345
13139,15569
13140,15356
13140,15342
13141,15374
13142,15342
13143,15345
13143,15578
13144,15342
13144,15355
13145,15341
13145,15374
13146,15342
13147,15341
13147,15545
13148,15352
13148,15342
13149,15341
13150,15342
13151,15341
13152,15341
13153,15374
13154,15342
13155,15358
13155,15365
13156,15345
13156,15341
13157,15345
13158,15345
13158,15341
13159,15345
13160,15342
13161,15342
13162,15374
13162,15342
13163,15342
13163,15419
13164,15351
13164,15374
13165,15342
13166,15374
13166,15342
13167,15357
13168,15342
13169,15342
13170,15341
13171,15345
13172,15358
13173,15341
13174,15358
13175,15342
13176,15342
13177,15342
13178,15342
13179,15371
13179,15365
13180,15365
13181,15342
13181,15345
13182,15391
13182,15388
13183,15374
13183,15345
13184,15341
13184,15342
13185,15342
13186,15341
13187,15393
13188,15342
13188,15355
13189,15342
13190,15342
13191,15342
13192,15341
13192,15350
13193,15365
13193,15349
13194,15341
13195,15355
13196,15341
13197,15341
13197,15351
13198,15365
13199,15341
13200,15345
13201,15342
13201,15352
13202,15365
13202,15343
13203,15342
13203,15352
13204,15342
13205,15342
13206,15342
13207,15345
13208,15345
13209,15345
13209,15350
13210,15345
13211,15345
13211,15355
13212,15341
13212,15342
13213,15345
13213,15352
13214,15376
13215,15342
13216,15342
13217,15365
13218,15342
13219,15342
13220,15376
13221,15374
13222,15342
13223,15342
13224,15341
13225,15345
13225,15356
13226,15351
13226,15393
13227,15348
13228,15341
13228,15357
13229,15345
13229,15569
13230,15365
13231,15341
13232,15341
13233,15341
13234,15341
13234,15352
13235,15349
13235,15359
13236,15342
13237,15341
13237,15349
13238,15342
13239,15352
13240,15342
13241,15341
13241,15345
13242,15341
13243,15345
13244,15365
13244,15341
13245,15341
13246,15345
13247,15345
13248,15358
13249,15342
13250,15345
13250,15341
13251,15376
13252,15341
13253,15341
13253,15538
13254,15345
13254,15356
13255,15351
13256,15345
13257,15342
13258,15345
13258,15352
13259,15341
13260,15383
13261,15351
13262,15379
13263,15480
13264,15476
13265,15476
13266,15476
13267,15485
13267,15342
13268,15351
13269,15342
13269,15348
13270,15499
13270,15341
13271,15352
13271,15342
13272,15342
13272,15351
13273,15509
13273,15342
13274,15348
13274,15385
13275,15342
13275,15459
13276,15341
13276,15345
13277,15385
13277,15341
13278,15376
13279,15376
13279,15342
13280,15376
13280,15341
13281,15376
13334,15351
13283,15376
13283,15350
13284,15341
13284,15376
13285,15341
13285,15342
13286,15376
13287,15376
13288,15385
13288,15341
13289,15341
13289,15345
13290,15385
13290,15341
13291,15385
13291,15342
13292,15510
13292,15345
13293,15341
13293,15345
13294,15341
13294,15342
13295,15385
13295,15345
13296,15342
13296,15493
13297,15342
13297,15341
13298,15385
13298,15341
13299,15341
13299,15345
13300,15385
13300,15345
13301,15342
13302,15459
13302,15342
13303,15385
13303,15341
13304,15342
13305,15391
13305,15350
13306,15381
13306,15341
13307,15509
13307,15352
13308,15391
13308,15356
13309,15441
13309,15342
13310,15376
13310,15342
13311,15376
13311,15341
13312,15345
13313,15499
13313,15345
13314,15342
13314,15357
13315,15341
13316,15342
13316,15348
13317,15341
13318,15342
13318,15351
13319,15376
13319,15341
13320,15341
13321,15345
13321,15342
13322,15341
13322,15345
13323,15342
13323,15348
13324,15345
13324,15381
13325,15376
13325,15341
13326,15499
13326,15345
13327,15342
13328,15385
13328,15345
13329,15345
13329,15341
13330,15385
13330,15341
13331,15376
13331,15385
13332,15356
13332,15342
13333,15341
13334,15342
13335,15351
13335,15348
13336,15341
13337,15342
13337,15341
13338,15356
13338,15345
13339,15341
13339,15499
13340,15584
13340,15341
13341,15381
13341,15342
13342,15350
13342,15341
13343,15348
13343,15510
13344,15510
13344,15342
13345,15341
13346,15341
13346,15362
13347,15341
13348,15341
13348,15350
13349,15510
13349,15348
13350,15342
13350,15350
13351,15385
13351,15342
13352,15376
13352,15341
13353,15352
13353,15374
13354,15376
13354,15342
13355,15345
13356,15341
13356,15345
13357,15341
13357,15345
13358,15341
13358,15345
13359,15385
13359,15341
13360,15341
13360,15376
13361,15385
13361,15342
13362,15341
13362,15345
13363,15385
13363,15342
13364,15352
13364,15342
13365,15376
13365,15342
13366,15351
13366,15376
13367,15376
13367,15342
13368,15385
13368,15342
13369,15341
13369,15345
13370,15362
13370,15348
13371,15341
13371,15345
13372,15341
13372,15493
13373,15376
13374,15342
13374,15385
13375,15345
13375,15348
13376,15356
13376,15345
13377,15356
13378,15342
13378,15524
13379,15342
13379,15345
13380,15341
13380,15356
13381,15410
13381,15341
13382,15356
13382,15355
13383,15341
13383,15342
13384,15342
13384,15357
13385,15351
13385,15342
13386,15341
13387,15341
13387,15349
13388,15356
13388,15345
13389,15385
13389,15341
13390,15385
13390,15341
13391,15499
13391,15345
13392,15342
13392,15341
13393,15362
13393,15351
13394,15376
13394,15341
13395,15341
13396,15341
13396,15345
13397,15341
13397,15345
13398,15510
13398,15342
13399,15342
13399,15356
13400,15376
13400,15342
13401,15341
13401,15376
13402,15341
13402,15342
13403,15345
13403,15376
13404,15341
13404,15342
13405,15341
13405,15349
13406,15341
13406,15342
13407,15358
13407,15364
13408,15356
13409,15376
13409,15341
13410,15342
13410,15345
13411,15351
13411,15356
13412,15341
13412,15342
13413,15581
13413,15342
13414,15351
13414,15348
13415,15410
13415,15342
13416,15351
13416,15345
13417,15376
13417,15341
13418,15376
13418,15349
13419,15342
13419,15345
13420,15341
13421,15342
13421,15441
13422,15385
13422,15341
13423,15441
13423,15345
13424,15356
13424,15342
13425,15410
13425,15342
13426,15352
13426,15374
13427,15510
13427,15345
13428,15587
13428,15342
13429,15341
13429,15345
13430,15408
13430,15342
13431,15341
13431,15345
13432,15352
13432,15342
13433,15356
13433,15345
13434,15376
13434,15580
13435,15376
13435,15354
13436,15376
13436,15410
13437,15341
13437,15345
13438,15341
13438,15345
13439,15582
13439,15341
13440,15341
13441,15459
13441,15341
13442,15381
13442,15341
13443,15385
13443,15341
13444,15342
13445,15499
13445,15356
13446,15345
13446,15350
13447,15341
13448,15342
13448,15406
13449,15341
13449,15345
13450,15341
13450,15376
13451,15341
13451,15381
13452,15341
13452,15345
13453,15362
13453,15342
13454,15376
13455,15356
13455,15345
13456,15352
13456,15376
13457,15341
13457,15376
13458,15342
13458,15341
13459,15342
13459,15408
13460,15341
13461,15351
13462,15342
13462,15341
13679,15345
13679,15385
13464,15342
13464,15499
13465,15341
13466,15356
13466,15342
13467,15342
13468,15342
13468,15362
13469,15580
13469,15345
13470,15352
13470,15348
13471,15385
13471,15342
13472,15345
13472,15342
13473,15351
13473,15376
13474,15341
13474,15345
13475,15581
13475,15345
13476,15351
13476,15345
13477,15345
13477,15341
13478,15341
13478,15345
13479,15342
13479,15587
13480,15345
13480,15341
13481,15342
13481,15352
13482,15351
13482,15348
13483,15356
13484,15356
13484,15341
13485,15345
13485,15341
13486,15342
13486,15341
13487,15345
13487,15356
13488,15341
13488,15342
13489,15459
13489,15345
13490,15342
13490,15510
13491,15351
13492,15351
13492,15342
13493,15341
13493,15351
13494,15385
13494,15341
13495,15341
13495,15352
13496,15376
13496,15341
13497,15351
13497,15362
13498,15362
13498,15342
13499,15352
13499,15348
13500,15441
13500,15341
13501,15410
13501,15345
13502,15342
13502,15546
13503,15441
13503,15376
13504,15385
13504,15341
13505,15341
13506,15341
13506,15349
13507,15349
13507,15341
13508,15341
13509,15355
13509,15342
13510,15524
13510,15348
13511,15410
13511,15345
13512,15345
13512,15376
13513,15342
13513,15485
13514,15356
13514,15341
13515,15341
13515,15342
13516,15341
13516,15350
13517,15341
13517,15345
13518,15365
13518,15341
13519,15342
13519,15345
13520,15385
13520,15355
13521,15345
13521,15350
13522,15342
13523,15341
13523,15376
13524,15341
13524,15584
13525,15376
13525,15341
13526,15341
13526,15356
13527,15376
13527,15358
13528,15356
13528,15376
13529,15342
13529,15345
13530,15341
13530,15342
13531,15376
13531,15341
13532,15351
13532,15345
13533,15342
13533,15345
13534,15356
13534,15342
13535,15509
13535,15345
13536,15345
13536,15341
13537,15376
13538,15355
13538,15345
13539,15499
13539,15345
13540,15351
13540,15348
13541,15342
13541,15381
13542,15356
13543,15341
13543,15342
13544,15342
13545,15342
13545,15341
13546,15341
13546,15345
13547,15376
13547,15510
13548,15362
13548,15356
13549,15342
13549,15376
13550,15345
13550,15460
13551,15381
13551,15342
13552,15376
13553,15342
13553,15385
13554,15341
13554,15345
13555,15385
13555,15342
13556,15376
13556,15584
13557,15376
13557,15342
13558,15345
13558,15376
13559,15345
13559,15342
13560,15342
13560,15348
14478,15345
14478,15341
13562,15376
13562,15410
13563,15385
13563,15341
13564,15345
13565,15341
13565,15342
13566,15341
13566,15356
13567,15341
13567,15356
13568,15341
13568,15385
13569,15341
13569,15342
13570,15410
13570,15345
13571,15376
13571,15342
13572,15341
13572,15345
13573,15341
13573,15349
13574,15341
13574,15345
13575,15342
13575,15546
13576,15357
13576,15376
13577,15376
13577,15341
13578,15376
13579,15341
13579,15356
